innings,batting_team,bowling_team,overs_completed,wickets_fallen,current_score,current_run_rate,remaining_overs,wickets_in_hand,target,runs_required,balls_remaining,required_run_rate,pressure_index,final_score,winner
1,Delhi Capitals,Kolkata Knight Riders,13.2,3,87,6.65,6.8,7,0,0,40,0.0,0.0,124,Delhi Capitals
2,Kolkata Knight Riders,Delhi Capitals,9.0,6,46,5.21,11.0,4,125,79,66,7.18,1.3781,96,Delhi Capitals
1,Chennai Super Kings,Kolkata Knight Riders,18.3,9,161,8.85,1.7,1,0,0,10,0.0,0.0,171,Chennai Super Kings
2,Kolkata Knight Riders,Chennai Super Kings,9.1,5,87,9.61,10.9,5,172,85,65,7.8,0.8117,162,Chennai Super Kings
1,Kolkata Knight Riders,Chennai Super Kings,5.4,0,45,8.51,14.6,10,0,0,87,0.0,0.0,181,Kolkata Knight Riders
2,Chennai Super Kings,Kolkata Knight Riders,8.4,3,62,7.39,11.6,7,182,120,69,10.34,1.3992,129,Kolkata Knight Riders
1,Delhi Capitals,Chennai Super Kings,10.3,7,84,8.24,9.7,3,0,0,58,0.0,0.0,149,Delhi Capitals
2,Chennai Super Kings,Delhi Capitals,11.2,6,85,7.6,8.8,4,150,65,52,7.39,0.9724,132,Delhi Capitals
1,Rajasthan Royals,Royal Challengers Bangalore,19.0,1,192,10.15,1.0,9,0,0,6,0.0,0.0,203,Rajasthan Royals
2,Royal Challengers Bangalore,Rajasthan Royals,14.1,3,110,7.86,5.9,7,204,94,35,15.93,2.0267,155,Rajasthan Royals
1,Punjab Kings,Royal Challengers Bangalore,18.7,6,100,5.38,1.3,4,0,0,7,0.0,0.0,106,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Punjab Kings,5.9,4,44,7.46,14.1,6,107,63,84,4.47,0.5992,130,Royal Challengers Bangalore
1,Kolkata Knight Riders,Royal Challengers Bangalore,5.1,2,31,6.1,14.9,8,0,0,89,0.0,0.0,106,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Kolkata Knight Riders,16.3,7,106,8.89,3.7,3,107,1,22,0.27,0.0304,133,Royal Challengers Bangalore
1,Mumbai Indians,Delhi Capitals,9.7,8,62,6.42,10.3,2,0,0,61,0.0,0.0,109,Delhi Capitals
2,Delhi Capitals,Mumbai Indians,7.2,1,75,10.47,12.8,9,110,35,76,2.73,0.2607,200,Delhi Capitals
1,Delhi Capitals,Sunrisers Hyderabad,17.8,5,128,7.22,2.2,5,0,0,13,0.0,0.0,140,Delhi Capitals
2,Sunrisers Hyderabad,Delhi Capitals,13.4,9,64,4.84,6.6,1,141,77,39,11.67,2.4112,87,Delhi Capitals
1,Royal Challengers Bangalore,Rajasthan Royals,16.7,3,164,9.85,3.3,7,0,0,19,0.0,0.0,191,Royal Challengers Bangalore
2,Rajasthan Royals,Royal Challengers Bangalore,9.7,0,59,6.16,10.3,10,192,133,61,12.91,2.0958,114,Royal Challengers Bangalore
1,Royal Challengers Bangalore,Punjab Kings,13.3,2,72,5.46,6.7,8,0,0,40,0.0,0.0,108,Royal Challengers Bangalore
2,Punjab Kings,Royal Challengers Bangalore,15.3,4,76,5.02,4.7,6,109,33,28,7.02,1.3984,97,Royal Challengers Bangalore
1,Punjab Kings,Mumbai Indians,15.4,6,110,7.17,4.6,4,0,0,27,0.0,0.0,137,Mumbai Indians
2,Mumbai Indians,Punjab Kings,12.7,1,109,8.63,7.3,9,138,29,43,3.97,0.46,171,Mumbai Indians
1,Royal Challengers Bangalore,Chennai Super Kings,9.6,9,54,5.64,10.4,1,0,0,62,0.0,0.0,90,Royal Challengers Bangalore
2,Chennai Super Kings,Royal Challengers Bangalore,12.8,5,61,4.81,7.2,5,91,30,43,4.17,0.8669,87,Royal Challengers Bangalore
1,Rajasthan Royals,Mumbai Indians,14.3,5,116,8.17,5.7,5,0,0,34,0.0,0.0,149,Rajasthan Royals
2,Mumbai Indians,Rajasthan Royals,14.9,2,100,6.76,5.1,8,150,50,30,9.8,1.4497,135,Rajasthan Royals
1,Sunrisers Hyderabad,Kolkata Knight Riders,12.0,4,108,9.08,8.0,6,0,0,48,0.0,0.0,171,Sunrisers Hyderabad
2,Kolkata Knight Riders,Sunrisers Hyderabad,16.0,7,86,5.4,4.0,3,172,86,24,21.5,3.9815,102,Sunrisers Hyderabad
1,Chennai Super Kings,Punjab Kings,8.9,4,82,9.3,11.1,6,0,0,66,0.0,0.0,173,Chennai Super Kings
2,Punjab Kings,Chennai Super Kings,19.4,2,156,8.07,0.6,8,174,18,3,30.0,3.7175,160,Chennai Super Kings
1,Kolkata Knight Riders,Punjab Kings,9.8,8,70,7.2,10.2,2,0,0,61,0.0,0.0,127,Punjab Kings
2,Punjab Kings,Kolkata Knight Riders,15.0,2,127,10.05,5.0,8,128,1,30,0.2,0.0199,178,Punjab Kings
1,Delhi Capitals,Kolkata Knight Riders,8.7,3,90,10.45,11.3,7,0,0,67,0.0,0.0,201,Delhi Capitals
2,Kolkata Knight Riders,Delhi Capitals,14.6,0,141,9.67,5.4,10,202,61,32,11.3,1.1686,191,Delhi Capitals
1,Mumbai Indians,Sunrisers Hyderabad,9.8,3,53,5.44,10.2,7,0,0,61,0.0,0.0,105,Mumbai Indians
2,Sunrisers Hyderabad,Mumbai Indians,6.9,7,32,4.65,13.1,3,106,74,78,5.65,1.2151,72,Mumbai Indians
1,Kolkata Knight Riders,Rajasthan Royals,17.6,7,168,9.56,2.4,3,0,0,14,0.0,0.0,186,Rajasthan Royals
2,Rajasthan Royals,Kolkata Knight Riders,10.2,3,105,10.32,9.8,7,187,82,58,8.37,0.811,203,Rajasthan Royals
1,Rajasthan Royals,Delhi Capitals,6.9,3,55,8.01,13.1,7,0,0,78,0.0,0.0,152,Delhi Capitals
2,Delhi Capitals,Rajasthan Royals,9.8,8,92,9.47,10.2,2,153,61,61,5.98,0.6315,164,Delhi Capitals
1,Chennai Super Kings,Delhi Capitals,6.6,4,51,7.79,13.4,6,0,0,80,0.0,0.0,140,Chennai Super Kings
2,Delhi Capitals,Chennai Super Kings,12.7,4,91,7.17,7.3,6,141,50,43,6.85,0.9554,132,Chennai Super Kings
1,Sunrisers Hyderabad,Chennai Super Kings,7.0,1,58,8.39,13.0,9,0,0,78,0.0,0.0,160,Sunrisers Hyderabad
2,Chennai Super Kings,Sunrisers Hyderabad,7.3,1,36,4.95,12.7,9,161,125,76,9.84,1.9879,97,Sunrisers Hyderabad
1,Mumbai Indians,Rajasthan Royals,17.4,8,95,5.48,2.6,2,0,0,15,0.0,0.0,103,Rajasthan Royals
2,Rajasthan Royals,Mumbai Indians,19.2,6,103,5.69,0.8,4,104,1,4,1.25,0.2197,107,Rajasthan Royals
1,Mumbai Indians,Royal Challengers Bangalore,16.4,2,108,6.62,3.6,8,0,0,21,0.0,0.0,132,Mumbai Indians
2,Royal Challengers Bangalore,Mumbai Indians,17.7,7,98,5.55,2.3,3,133,35,13,15.22,2.7423,108,Mumbai Indians
1,Punjab Kings,Royal Challengers Bangalore,5.8,8,49,8.48,14.2,2,0,0,85,0.0,0.0,135,Punjab Kings
2,Royal Challengers Bangalore,Punjab Kings,15.6,4,104,6.68,4.4,6,136,32,26,7.27,1.0883,126,Punjab Kings
1,Kolkata Knight Riders,Chennai Super Kings,15.2,5,129,8.5,4.8,5,0,0,28,0.0,0.0,164,Chennai Super Kings
2,Chennai Super Kings,Kolkata Knight Riders,14.9,0,163,10.96,5.1,10,165,2,30,0.39,0.0356,227,Chennai Super Kings
1,Chennai Super Kings,Rajasthan Royals,11.3,5,57,5.07,8.7,5,0,0,52,0.0,0.0,94,Rajasthan Royals
2,Rajasthan Royals,Chennai Super Kings,9.8,1,94,9.96,10.2,9,95,1,61,0.1,0.01,179,Rajasthan Royals
1,Chennai Super Kings,Rajasthan Royals,13.2,6,66,5.04,6.8,4,0,0,40,0.0,0.0,94,Rajasthan Royals
2,Rajasthan Royals,Chennai Super Kings,19.1,8,94,6.59,0.9,2,95,1,5,1.11,0.1684,98,Rajasthan Royals
1,Mumbai Indians,Punjab Kings,14.6,8,78,5.36,5.4,2,0,0,32,0.0,0.0,96,Punjab Kings
2,Punjab Kings,Mumbai Indians,10.3,8,77,7.49,9.7,2,97,20,58,2.06,0.275,129,Punjab Kings
1,Punjab Kings,Kolkata Knight Riders,8.3,6,41,5.0,11.7,4,0,0,70,0.0,0.0,88,Kolkata Knight Riders
2,Kolkata Knight Riders,Punjab Kings,17.1,4,88,7.35,2.9,6,89,1,17,0.34,0.0463,104,Kolkata Knight Riders
1,Sunrisers Hyderabad,Kolkata Knight Riders,7.8,5,76,9.76,12.2,5,0,0,73,0.0,0.0,157,Sunrisers Hyderabad
2,Kolkata Knight Riders,Sunrisers Hyderabad,17.8,1,119,6.74,2.2,9,158,39,13,17.73,2.6306,134,Sunrisers Hyderabad
1,Royal Challengers Bangalore,Kolkata Knight Riders,15.8,7,116,7.38,4.2,3,0,0,25,0.0,0.0,136,Kolkata Knight Riders
2,Kolkata Knight Riders,Royal Challengers Bangalore,6.0,0,59,9.87,14.0,10,137,78,84,5.57,0.5643,188,Kolkata Knight Riders
1,Kolkata Knight Riders,Royal Challengers Bangalore,9.4,6,88,9.37,10.6,4,0,0,63,0.0,0.0,163,Kolkata Knight Riders
2,Royal Challengers Bangalore,Kolkata Knight Riders,8.4,7,60,7.16,11.6,3,164,104,69,8.97,1.2528,112,Kolkata Knight Riders
1,Royal Challengers Bangalore,Kolkata Knight Riders,16.3,2,96,5.9,3.7,8,0,0,22,0.0,0.0,117,Kolkata Knight Riders
2,Kolkata Knight Riders,Royal Challengers Bangalore,18.8,0,117,8.03,1.2,10,118,1,7,0.83,0.1034,125,Kolkata Knight Riders
1,Punjab Kings,Delhi Capitals,19.1,5,115,6.03,0.9,5,0,0,5,0.0,0.0,119,Delhi Capitals
2,Delhi Capitals,Punjab Kings,10.0,7,90,9.0,10.0,3,120,30,60,3.0,0.3333,158,Delhi Capitals
1,Chennai Super Kings,Punjab Kings,14.2,5,101,7.18,5.8,5,0,0,34,0.0,0.0,130,Punjab Kings
2,Punjab Kings,Chennai Super Kings,12.8,9,103,8.07,7.2,1,131,28,43,3.89,0.482,140,Punjab Kings
1,Kolkata Knight Riders,Rajasthan Royals,8.1,7,56,7.01,11.9,3,0,0,71,0.0,0.0,113,Rajasthan Royals
2,Rajasthan Royals,Kolkata Knight Riders,16.6,2,113,9.13,3.4,8,114,1,20,0.29,0.0318,144,Rajasthan Royals
1,Rajasthan Royals,Kolkata Knight Riders,7.5,3,47,6.35,12.5,7,0,0,75,0.0,0.0,118,Kolkata Knight Riders
2,Kolkata Knight Riders,Rajasthan Royals,15.8,0,118,7.77,4.2,10,119,1,25,0.24,0.0309,155,Kolkata Knight Riders
1,Delhi Capitals,Mumbai Indians,13.9,7,123,8.88,6.1,3,0,0,36,0.0,0.0,158,Delhi Capitals
2,Mumbai Indians,Delhi Capitals,5.4,8,47,8.76,14.6,2,159,112,87,7.67,0.8756,138,Delhi Capitals
1,Rajasthan Royals,Kolkata Knight Riders,11.7,2,98,8.4,8.3,8,0,0,49,0.0,0.0,156,Rajasthan Royals
2,Kolkata Knight Riders,Rajasthan Royals,6.9,7,52,7.59,13.1,3,157,105,78,8.02,1.0567,121,Rajasthan Royals
1,Royal Challengers Bangalore,Kolkata Knight Riders,9.6,9,50,5.22,10.4,1,0,0,62,0.0,0.0,86,Kolkata Knight Riders
2,Kolkata Knight Riders,Royal Challengers Bangalore,7.0,8,39,5.68,13.0,2,87,48,78,3.69,0.6496,96,Kolkata Knight Riders
1,Kolkata Knight Riders,Punjab Kings,12.5,5,112,9.03,7.5,5,0,0,45,0.0,0.0,170,Punjab Kings
2,Punjab Kings,Kolkata Knight Riders,12.6,2,118,9.37,7.4,8,171,53,44,7.16,0.7641,186,Punjab Kings
1,Royal Challengers Bangalore,Sunrisers Hyderabad,8.8,3,70,7.99,11.2,7,0,0,67,0.0,0.0,152,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Royal Challengers Bangalore,7.4,0,65,8.86,12.6,10,153,88,75,6.98,0.7878,162,Sunrisers Hyderabad
1,Mumbai Indians,Chennai Super Kings,17.4,1,180,10.39,2.6,9,0,0,15,0.0,0.0,208,Mumbai Indians
2,Chennai Super Kings,Mumbai Indians,19.0,0,172,9.1,1.0,10,209,37,6,37.0,4.0659,181,Mumbai Indians
1,Sunrisers Hyderabad,Rajasthan Royals,10.4,8,63,6.07,9.6,2,0,0,57,0.0,0.0,103,Rajasthan Royals
2,Rajasthan Royals,Sunrisers Hyderabad,12.4,6,81,6.59,7.6,4,104,23,45,3.03,0.4598,114,Rajasthan Royals
1,Punjab Kings,Delhi Capitals,7.2,1,45,6.37,12.8,9,0,0,76,0.0,0.0,119,Delhi Capitals
2,Delhi Capitals,Punjab Kings,11.4,4,114,10.03,8.6,6,120,6,51,0.7,0.0698,176,Delhi Capitals
1,Mumbai Indians,Punjab Kings,17.6,2,110,6.27,2.4,8,0,0,14,0.0,0.0,124,Punjab Kings
2,Punjab Kings,Mumbai Indians,6.9,3,61,8.96,13.1,7,125,64,78,4.89,0.5458,153,Punjab Kings
1,Rajasthan Royals,Sunrisers Hyderabad,7.0,8,49,7.06,13.0,2,0,0,78,0.0,0.0,110,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Rajasthan Royals,18.1,8,110,7.79,1.9,2,111,1,11,0.53,0.068,119,Sunrisers Hyderabad
1,Chennai Super Kings,Punjab Kings,19.4,9,146,7.53,0.6,1,0,0,3,0.0,0.0,149,Chennai Super Kings
2,Punjab Kings,Chennai Super Kings,9.4,7,51,5.47,10.6,3,150,99,63,9.34,1.7075,95,Chennai Super Kings
1,Mumbai Indians,Rajasthan Royals,12.6,4,127,10.08,7.4,6,0,0,44,0.0,0.0,187,Mumbai Indians
2,Rajasthan Royals,Mumbai Indians,15.6,6,143,9.2,4.4,4,188,45,26,10.23,1.112,171,Mumbai Indians
1,Royal Challengers Bangalore,Chennai Super Kings,12.9,0,127,9.92,7.1,10,0,0,42,0.0,0.0,196,Royal Challengers Bangalore
2,Chennai Super Kings,Royal Challengers Bangalore,19.5,5,102,5.28,0.5,5,197,95,3,190.0,35.9848,104,Royal Challengers Bangalore
1,Chennai Super Kings,Delhi Capitals,16.8,2,108,6.43,3.2,8,0,0,19,0.0,0.0,128,Chennai Super Kings
2,Delhi Capitals,Chennai Super Kings,5.6,5,27,4.86,14.4,5,129,102,86,7.08,1.4568,81,Chennai Super Kings
1,Mumbai Indians,Chennai Super Kings,9.1,1,84,9.28,10.9,9,0,0,65,0.0,0.0,184,Chennai Super Kings
2,Chennai Super Kings,Mumbai Indians,9.9,0,106,10.8,10.1,10,185,79,60,7.82,0.7241,221,Chennai Super Kings
1,Sunrisers Hyderabad,Kolkata Knight Riders,6.3,5,45,7.22,13.7,5,0,0,82,0.0,0.0,134,Sunrisers Hyderabad
2,Kolkata Knight Riders,Sunrisers Hyderabad,16.3,2,93,5.71,3.7,8,135,42,22,11.35,1.9877,112,Sunrisers Hyderabad
1,Sunrisers Hyderabad,Chennai Super Kings,17.9,0,182,10.22,2.1,10,0,0,12,0.0,0.0,200,Sunrisers Hyderabad
2,Chennai Super Kings,Sunrisers Hyderabad,9.0,8,78,8.71,11.0,2,201,123,66,11.18,1.2836,142,Sunrisers Hyderabad
1,Kolkata Knight Riders,Punjab Kings,9.3,3,84,9.08,10.7,7,0,0,64,0.0,0.0,175,Kolkata Knight Riders
2,Punjab Kings,Kolkata Knight Riders,14.7,4,82,5.64,5.3,6,176,94,31,17.74,3.1454,105,Kolkata Knight Riders
1,Chennai Super Kings,Rajasthan Royals,5.2,2,33,6.53,14.8,8,0,0,88,0.0,0.0,124,Rajasthan Royals
2,Rajasthan Royals,Chennai Super Kings,15.2,0,101,6.69,4.8,10,125,24,28,5.0,0.7474,134,Rajasthan Royals
1,Chennai Super Kings,Rajasthan Royals,8.0,4,57,7.2,12.0,6,0,0,72,0.0,0.0,129,Rajasthan Royals
2,Rajasthan Royals,Chennai Super Kings,18.2,9,129,7.59,1.8,1,130,1,10,0.56,0.0738,137,Rajasthan Royals
1,Chennai Super Kings,Punjab Kings,7.3,0,45,6.18,12.7,10,0,0,76,0.0,0.0,119,Chennai Super Kings
2,Punjab Kings,Chennai Super Kings,15.8,9,92,5.85,4.2,1,120,28,25,6.67,1.1402,109,Chennai Super Kings
1,Royal Challengers Bangalore,Mumbai Indians,6.0,9,46,7.79,14.0,1,0,0,84,0.0,0.0,122,Mumbai Indians
2,Mumbai Indians,Royal Challengers Bangalore,17.3,5,122,8.48,2.7,5,123,1,16,0.37,0.0436,142,Mumbai Indians
1,Chennai Super Kings,Rajasthan Royals,13.7,6,78,5.7,6.3,4,0,0,37,0.0,0.0,106,Rajasthan Royals
2,Rajasthan Royals,Chennai Super Kings,6.8,0,60,8.85,13.2,10,107,47,79,3.56,0.4023,194,Rajasthan Royals
1,Kolkata Knight Riders,Rajasthan Royals,11.6,0,109,9.41,8.4,10,0,0,50,0.0,0.0,187,Kolkata Knight Riders
2,Rajasthan Royals,Kolkata Knight Riders,17.4,4,115,6.64,2.6,6,188,73,15,28.08,4.2289,131,Kolkata Knight Riders
1,Chennai Super Kings,Mumbai Indians,15.5,6,113,7.34,4.5,4,0,0,27,0.0,0.0,140,Chennai Super Kings
2,Mumbai Indians,Chennai Super Kings,14.9,5,97,6.57,5.1,5,141,44,30,8.63,1.3135,123,Chennai Super Kings
1,Rajasthan Royals,Punjab Kings,11.5,5,98,8.55,8.5,5,0,0,51,0.0,0.0,161,Rajasthan Royals
2,Punjab Kings,Rajasthan Royals,8.8,8,40,4.6,11.2,2,162,122,67,10.89,2.3674,79,Rajasthan Royals
1,Delhi Capitals,Rajasthan Royals,19.3,4,103,5.36,0.7,6,0,0,4,0.0,0.0,106,Rajasthan Royals
2,Rajasthan Royals,Delhi Capitals,11.4,7,106,9.69,8.6,3,107,1,51,0.12,0.0124,172,Rajasthan Royals
1,Sunrisers Hyderabad,Kolkata Knight Riders,8.2,8,72,8.87,11.8,2,0,0,70,0.0,0.0,152,Sunrisers Hyderabad
2,Kolkata Knight Riders,Sunrisers Hyderabad,12.3,5,78,6.36,7.7,5,153,75,46,9.74,1.5314,122,Sunrisers Hyderabad
1,Delhi Capitals,Rajasthan Royals,9.5,8,87,9.19,10.5,2,0,0,63,0.0,0.0,144,Rajasthan Royals
2,Rajasthan Royals,Delhi Capitals,13.0,2,107,8.24,7.0,8,145,38,42,5.43,0.659,154,Rajasthan Royals
1,Delhi Capitals,Punjab Kings,13.5,5,101,7.51,6.5,5,0,0,39,0.0,0.0,145,Delhi Capitals
2,Punjab Kings,Delhi Capitals,7.7,5,47,6.16,12.3,5,146,99,73,8.05,1.3068,111,Delhi Capitals
1,Sunrisers Hyderabad,Chennai Super Kings,6.2,7,42,6.81,13.8,3,0,0,82,0.0,0.0,106,Sunrisers Hyderabad
2,Chennai Super Kings,Sunrisers Hyderabad,5.4,9,36,6.7,14.6,1,107,71,87,4.86,0.7254,105,Sunrisers Hyderabad
1,Sunrisers Hyderabad,Delhi Capitals,16.3,0,133,8.2,3.7,10,0,0,22,0.0,0.0,160,Sunrisers Hyderabad
2,Delhi Capitals,Sunrisers Hyderabad,6.2,1,38,6.15,13.8,9,161,123,82,8.91,1.4488,114,Sunrisers Hyderabad
1,Mumbai Indians,Kolkata Knight Riders,17.6,3,179,10.2,2.4,7,0,0,14,0.0,0.0,204,Mumbai Indians
2,Kolkata Knight Riders,Mumbai Indians,8.7,3,89,10.28,11.3,7,205,116,67,10.27,0.999,189,Mumbai Indians
1,Sunrisers Hyderabad,Chennai Super Kings,7.0,0,50,7.17,13.0,10,0,0,78,0.0,0.0,148,Sunrisers Hyderabad
2,Chennai Super Kings,Sunrisers Hyderabad,14.0,8,87,6.23,6.0,2,149,62,36,10.33,1.6581,111,Sunrisers Hyderabad
1,Royal Challengers Bangalore,Punjab Kings,9.0,8,52,5.84,11.0,2,0,0,66,0.0,0.0,99,Royal Challengers Bangalore
2,Punjab Kings,Royal Challengers Bangalore,5.2,9,29,5.67,14.8,1,100,71,88,4.8,0.8466,90,Royal Challengers Bangalore
1,Chennai Super Kings,Kolkata Knight Riders,17.6,2,146,8.34,2.4,8,0,0,14,0.0,0.0,165,Chennai Super Kings
2,Kolkata Knight Riders,Chennai Super Kings,8.5,3,56,6.67,11.5,7,166,110,69,9.57,1.4348,129,Chennai Super Kings
1,Mumbai Indians,Punjab Kings,12.8,4,98,7.69,7.2,6,0,0,43,0.0,0.0,141,Mumbai Indians
2,Punjab Kings,Mumbai Indians,16.5,0,103,6.25,3.5,10,142,39,21,11.14,1.7824,125,Mumbai Indians
1,Punjab Kings,Delhi Capitals,7.3,1,74,10.18,12.7,9,0,0,76,0.0,0.0,180,Punjab Kings
2,Delhi Capitals,Punjab Kings,10.9,1,66,6.07,9.1,9,181,115,54,12.64,2.0824,123,Punjab Kings
1,Punjab Kings,Royal Challengers Bangalore,9.4,5,64,6.83,10.6,5,0,0,63,0.0,0.0,125,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Punjab Kings,14.4,2,125,9.45,5.6,8,126,1,33,0.18,0.019,178,Royal Challengers Bangalore
1,Sunrisers Hyderabad,Mumbai Indians,12.0,8,59,4.95,8.0,2,0,0,48,0.0,0.0,85,Mumbai Indians
2,Mumbai Indians,Sunrisers Hyderabad,14.5,0,85,11.21,5.5,10,86,1,33,0.18,0.0161,149,Mumbai Indians
1,Kolkata Knight Riders,Mumbai Indians,11.3,2,77,6.85,8.7,8,0,0,52,0.0,0.0,136,Mumbai Indians
2,Mumbai Indians,Kolkata Knight Riders,13.3,6,107,8.12,6.7,4,137,30,40,4.48,0.5517,152,Mumbai Indians
1,Punjab Kings,Rajasthan Royals,18.4,1,123,6.71,1.6,9,0,0,9,0.0,0.0,135,Rajasthan Royals
2,Rajasthan Royals,Punjab Kings,5.5,1,58,10.64,14.5,9,136,78,87,5.38,0.5056,189,Rajasthan Royals
1,Delhi Capitals,Sunrisers Hyderabad,5.8,3,47,8.22,14.2,7,0,0,85,0.0,0.0,149,Delhi Capitals
2,Sunrisers Hyderabad,Delhi Capitals,7.7,5,56,7.33,12.3,5,150,94,73,7.64,1.0423,120,Delhi Capitals
1,Delhi Capitals,Kolkata Knight Riders,17.4,7,135,7.8,2.6,3,0,0,15,0.0,0.0,148,Delhi Capitals
2,Kolkata Knight Riders,Delhi Capitals,5.3,3,39,7.47,14.7,7,149,110,88,7.48,1.0013,135,Delhi Capitals
1,Rajasthan Royals,Chennai Super Kings,17.8,7,175,9.86,2.2,3,0,0,13,0.0,0.0,190,Rajasthan Royals
2,Chennai Super Kings,Rajasthan Royals,12.6,6,78,6.21,7.4,4,191,113,44,15.27,2.4589,110,Rajasthan Royals
1,Punjab Kings,Sunrisers Hyderabad,11.2,6,79,7.08,8.8,4,0,0,52,0.0,0.0,120,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Punjab Kings,8.3,4,57,6.87,11.7,6,121,64,70,5.47,0.7962,131,Sunrisers Hyderabad
1,Delhi Capitals,Kolkata Knight Riders,17.5,9,121,6.92,2.5,1,0,0,15,0.0,0.0,131,Delhi Capitals
2,Kolkata Knight Riders,Delhi Capitals,7.1,4,41,5.91,12.9,6,132,91,77,7.05,1.1929,108,Delhi Capitals
1,Mumbai Indians,Royal Challengers Bangalore,5.1,7,34,6.86,14.9,3,0,0,89,0.0,0.0,113,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Mumbai Indians,18.3,7,111,6.09,1.7,3,114,3,10,1.76,0.289,119,Royal Challengers Bangalore
1,Rajasthan Royals,Chennai Super Kings,14.6,3,95,6.52,5.4,7,0,0,32,0.0,0.0,128,Rajasthan Royals
2,Chennai Super Kings,Rajasthan Royals,13.2,0,61,4.65,6.8,10,129,68,40,10.0,2.1505,95,Rajasthan Royals
1,Mumbai Indians,Chennai Super Kings,7.0,4,47,6.81,13.0,6,0,0,78,0.0,0.0,110,Chennai Super Kings
2,Chennai Super Kings,Mumbai Indians,19.1,1,110,10.63,0.9,9,111,1,5,1.11,0.1044,118,Chennai Super Kings
1,Kolkata Knight Riders,Rajasthan Royals,18.3,5,166,9.08,1.7,5,0,0,10,0.0,0.0,177,Kolkata Knight Riders
2,Rajasthan Royals,Kolkata Knight Riders,7.7,0,49,6.41,12.3,10,178,129,73,10.49,1.6365,126,Kolkata Knight Riders
1,Rajasthan Royals,Delhi Capitals,14.3,9,77,5.44,5.7,1,0,0,34,0.0,0.0,95,Delhi Capitals
2,Delhi Capitals,Rajasthan Royals,17.0,9,95,9.45,3.0,1,96,1,18,0.33,0.0349,113,Delhi Capitals
1,Sunrisers Hyderabad,Mumbai Indians,5.5,2,52,9.56,14.5,8,0,0,87,0.0,0.0,171,Sunrisers Hyderabad
2,Mumbai Indians,Sunrisers Hyderabad,9.4,7,70,7.51,10.6,3,172,102,63,9.62,1.281,121,Sunrisers Hyderabad
1,Royal Challengers Bangalore,Rajasthan Royals,12.3,5,77,6.27,7.7,5,0,0,46,0.0,0.0,121,Rajasthan Royals
2,Rajasthan Royals,Royal Challengers Bangalore,14.1,6,92,6.56,5.9,4,122,30,35,5.08,0.7744,122,Rajasthan Royals
1,Punjab Kings,Mumbai Indians,15.8,5,83,5.29,4.2,5,0,0,25,0.0,0.0,103,Mumbai Indians
2,Mumbai Indians,Punjab Kings,15.4,8,103,9.9,4.6,2,104,1,27,0.22,0.0222,133,Mumbai Indians
1,Mumbai Indians,Sunrisers Hyderabad,18.2,1,159,8.79,1.8,9,0,0,10,0.0,0.0,173,Mumbai Indians
2,Sunrisers Hyderabad,Mumbai Indians,5.7,8,33,5.89,14.3,2,174,141,85,9.86,1.674,91,Mumbai Indians
1,Delhi Capitals,Sunrisers Hyderabad,6.8,0,54,7.99,13.2,10,0,0,79,0.0,0.0,163,Delhi Capitals
2,Sunrisers Hyderabad,Delhi Capitals,15.3,9,73,4.79,4.7,1,164,91,28,19.36,4.0418,86,Delhi Capitals
1,Sunrisers Hyderabad,Rajasthan Royals,6.5,7,55,8.52,13.5,3,0,0,81,0.0,0.0,128,Sunrisers Hyderabad
2,Rajasthan Royals,Sunrisers Hyderabad,16.6,2,94,5.71,3.4,8,129,35,20,10.29,1.8021,114,Sunrisers Hyderabad
1,Kolkata Knight Riders,Royal Challengers Bangalore,18.1,6,125,6.92,1.9,4,0,0,11,0.0,0.0,135,Kolkata Knight Riders
2,Royal Challengers Bangalore,Kolkata Knight Riders,5.8,7,38,6.61,14.2,3,136,98,85,6.9,1.0439,114,Kolkata Knight Riders
1,Royal Challengers Bangalore,Delhi Capitals,16.3,1,86,5.33,3.7,9,0,0,22,0.0,0.0,105,Delhi Capitals
2,Delhi Capitals,Royal Challengers Bangalore,13.1,9,105,9.47,6.9,1,106,1,41,0.14,0.0148,149,Delhi Capitals
1,Kolkata Knight Riders,Rajasthan Royals,11.7,2,65,5.63,8.3,8,0,0,49,0.0,0.0,102,Rajasthan Royals
2,Rajasthan Royals,Kolkata Knight Riders,11.2,4,84,7.56,8.8,6,103,19,52,2.16,0.2857,132,Rajasthan Royals
1,Mumbai Indians,Punjab Kings,12.4,4,121,9.77,7.6,6,0,0,45,0.0,0.0,177,Mumbai Indians
2,Punjab Kings,Mumbai Indians,8.0,9,45,5.66,12.0,1,178,133,72,11.08,1.9576,93,Mumbai Indians
1,Rajasthan Royals,Punjab Kings,12.2,1,105,8.62,7.8,9,0,0,46,0.0,0.0,177,Rajasthan Royals
2,Punjab Kings,Rajasthan Royals,18.8,6,140,7.46,1.2,4,178,38,7,31.67,4.2453,147,Rajasthan Royals
1,Chennai Super Kings,Mumbai Indians,5.3,9,24,4.6,14.7,1,0,0,88,0.0,0.0,70,Mumbai Indians
